year,wheel,motor_volume,price,running_miles,model_enc,motor_type_enc,wheel_enc,color_enc,type_enc,status_enc
2019,left,2.0,18000,62137.1,1,3,0,1,5,1
2014,left,2.0,18300,108118.554,2,3,0,1,5,1
2017,left,2.0,18300,44738.712,3,3,0,7,6,1
1996,left,2.0,15750,111846.78,2,1,0,1,5,4
2017,left,2.0,15500,65243.955,3,3,0,16,6,1
2018,left,2.0,18000,75000.0,3,3,0,1,6,1
2018,left,2.0,15350,55000.0,0,3,0,14,5,1
2017,left,2.0,11000,120000.0,0,3,0,1,5,2
2017,left,2.0,15750,44738.712,4,3,0,16,5,1
2014,left,2.0,13900,101283.473,2,3,0,7,5,2
2019,left,2.0,23400,26000.0,3,3,0,7,1,1
2018,left,2.0,14200,65000.0,1,3,0,1,5,1
2021,left,2.0,20500,10600.0,1,3,0,2,5,1
2018,left,2.0,12200,112000.0,1,3,0,2,5,1
2017,left,2.0,13800,103000.0,0,3,0,13,5,1
2019,left,2.0,21000,6213.71,3,3,0,7,6,1
2020,left,2.0,23000,1400.0,1,3,0,1,5,1
2016,left,2.0,26000,37282.26,2,3,0,16,5,1
2017,left,2.0,15700,35000.0,0,3,0,7,5,1
2018,left,2.0,12900,66000.0,1,3,0,1,5,1
2012,left,2.0,6200,118060.49,1,1,0,1,5,2
2014,left,2.0,14400,71457.665,4,3,0,16,5,1
2017,left,2.0,11000,81200.0,1,3,0,2,5,1
2018,left,2.0,15750,78000.0,1,3,0,14,5,1
2014,left,2.0,14400,55000.0,4,1,0,0,5,2
2007,left,2.0,8500,118060.49,2,3,0,13,5,1
2018,left,2.0,14600,51573.793,0,3,0,7,5,1
2016,left,2.0,20000,99419.36,0,3,0,1,5,1
2011,left,2.0,9800,73000.0,0,3,0,1,5,2
2020,left,2.0,17200,38000.0,3,3,0,1,1,0
2019,left,2.0,15750,76000.0,0,3,0,16,5,1
2020,left,2.0,19000,60000.0,1,3,0,14,5,1
2014,left,2.0,11000,45000.0,0,3,0,16,0,1
2019,left,2.0,22000,24200.0,3,3,0,16,6,1
2021,left,2.0,17300,52207.59142,0,3,0,16,5,0
2012,left,2.0,10500,123000.0,0,1,0,1,5,2
2019,left,2.0,21500,10563.307,3,3,0,1,6,1
2020,left,2.0,21000,26097.582,4,3,0,16,5,1
2018,left,2.0,12500,90000.0,0,3,0,1,5,1
2017,left,2.0,13900,40000.0,0,1,0,1,5,1
2017,left,2.0,27000,48466.938,2,3,0,1,5,1
2017,left,2.0,19900,19883.872,4,3,0,1,5,1
2013,left,2.0,9500,138000.0,0,4,0,16,5,1
2018,left,2.0,15500,70000.0,4,3,0,10,5,2
2017,left,2.0,18000,66000.0,3,3,0,16,6,2
2018,left,2.0,15500,117000.0,3,3,0,14,6,1
2019,left,2.0,20300,41321.171500000004,1,3,0,16,5,1
2020,left,2.0,26000,15600.0,4,3,0,1,5,1
2017,left,2.0,16000,16901.2912,3,3,0,16,6,2
2019,left,2.0,16600,58000.0,0,3,0,16,5,2
2018,left,2.0,13900,85000.0,1,3,0,16,5,1
2016,left,2.0,11300,69000.0,1,3,0,16,5,1
2018,left,2.0,18500,42000.0,3,3,0,14,6,1
2018,left,2.0,11800,129000.0,0,3,0,1,5,1
2018,left,2.0,18000,65000.0,3,3,0,7,6,1
2019,left,2.0,16200,47845.567,3,3,0,16,6,1
2014,left,2.0,11700,65000.0,0,1,0,16,5,1
2018,left,2.0,13800,20000.0,1,3,0,1,5,1
2014,left,2.0,10500,133000.0,0,3,0,1,5,2
2019,left,2.0,13000,83885.085,1,3,0,16,5,0
2016,left,2.0,27000,86991.94,2,3,0,16,5,2
2019,left,2.0,16500,66000.0,1,3,0,7,5,1
2019,left,2.0,18000,42000.0,1,3,0,7,5,1
2019,left,2.0,13600,42000.0,0,3,0,1,5,1
2019,left,2.0,21700,77000.0,3,3,0,1,6,1
2017,left,2.0,27000,70000.0,2,3,0,16,5,1
2018,left,2.0,17500,46602.825,3,3,0,14,6,1
2018,left,2.0,15000,25000.0,3,3,0,16,6,1
2017,left,2.0,14800,130000.0,0,3,0,2,5,1
2018,left,2.0,15200,53000.0,0,3,0,1,5,1
2019,left,2.0,16200,36039.518000000004,1,3,0,7,5,1
2015,left,2.0,27500,64001.213,2,3,0,7,5,1
2020,left,2.0,20000,33000.0,3,3,0,7,6,1
2016,left,2.0,12700,110000.0,0,3,0,16,5,2
2000,left,2.0,6000,124274.2,2,3,0,2,5,4
2018,left,2.0,16200,99000.0,1,3,0,2,5,1
2016,left,2.0,14900,39146.373,3,3,0,1,2,1
2019,left,2.0,15900,22990.727,1,3,0,16,5,1
2017,left,2.0,15400,80000.0,4,3,0,1,5,1
2005,left,2.0,8000,100.04073100000001,2,1,0,2,5,1
2020,left,2.0,17500,53000.0,3,3,0,1,6,2
2012,left,2.0,9100,97000.0,1,3,0,1,5,1
2019,left,2.0,16300,60000.0,1,3,0,2,5,2
2015,left,2.0,11200,58000.0,0,4,0,14,5,2
2018,left,2.0,13400,46602.825,1,3,0,1,5,2
2013,left,2.0,16700,115000.0,2,3,0,1,5,1
2020,left,2.0,19700,36660.889,4,3,0,1,5,1
2016,left,2.0,26500,99419.36,2,3,0,1,5,2
2017,left,2.0,18500,60894.358,0,3,0,16,5,1
2020,left,2.0,19799,39000.0,1,3,0,14,5,1
2019,left,2.0,20500,113000.0,4,3,0,1,5,1
2016,left,2.0,15750,75000.0,2,3,0,14,5,1
2011,left,2.0,12500,152235.895,2,3,0,1,5,1
2018,left,2.0,18000,77671.375,3,3,0,14,6,2
2012,left,2.0,9700,49.70968,0,3,0,1,5,1
2017,left,2.0,17500,89477.424,0,3,0,1,5,1
2017,left,2.0,15500,39767.744,3,3,0,7,6,1
2020,left,2.0,18500,11800.0,1,3,0,7,5,1
2018,left,2.0,16700,76000.0,0,3,0,16,5,1
2016,left,2.0,13500,19000.0,0,3,0,16,5,1
2018,left,2.0,17500,96000.0,3,3,0,1,6,1
2017,left,2.0,12900,91000.0,1,3,0,1,5,1
2019,left,2.0,18000,5555.0,0,3,0,1,5,1
2019,left,2.0,20000,30000.0,1,3,0,16,5,1
2016,left,2.0,12650,51000.0,0,3,0,13,5,1
2019,left,2.0,15300,12644.89985,0,3,0,1,5,1
2017,left,2.0,12450,27144.0,0,3,0,13,5,1
2014,left,2.0,14500,95069.763,4,1,0,16,5,2
2019,left,2.0,15300,73.0,1,3,0,1,5,1
2018,left,2.0,15750,49709.68,3,3,0,1,6,1
2019,left,2.0,16300,28501.0,1,3,0,1,5,1
2017,left,2.0,18500,120000.0,3,3,0,1,6,1
2022,left,2.0,15750,4349.597,1,3,0,1,5,1
2021,left,2.0,25000,29204.437,0,3,0,16,5,1
2017,left,2.0,17500,45981.454,4,3,0,1,5,1
2017,left,2.0,13450,80000.0,1,3,0,16,5,1
1997,left,2.0,4300,690.343181,2,1,0,10,5,2
2018,left,2.0,16300,62137.1,3,3,0,16,1,1
2019,left,2.0,14200,78000.0,0,3,0,4,5,1
2019,left,2.0,15750,47000.0,3,3,0,16,6,1
2020,left,2.0,18000,62000.0,1,3,0,1,5,1
2017,left,2.0,16800,61515.729,3,3,0,14,6,1
2020,left,2.0,16500,9320.565,0,1,0,7,5,1
2019,left,2.0,17500,37000.0,1,3,0,14,5,1
2022,left,2.0,27900,7456.452,0,3,0,1,5,1
2022,left,2.0,15750,3106.855,0,3,0,1,5,1
2019,left,2.0,10600,31068.55,1,3,0,7,5,0
2020,left,2.0,19000,34000.0,3,3,0,7,6,1
2016,left,2.0,15750,73321.778,4,3,0,16,5,1
2018,left,2.0,15900,27000.0,1,1,0,16,5,1
2017,left,2.0,15991,90000.0,3,3,0,8,1,1
2017,left,2.0,13900,41010.486,1,3,0,1,5,1
2018,left,2.0,21000,34175.405,3,1,0,1,6,1
2020,left,2.0,17000,47000.0,0,3,0,16,5,1
2019,left,2.0,19800,45000.0,1,3,0,14,5,1
2008,left,2.0,12000,142915.33,2,1,0,7,5,1
2001,left,2.0,6500,167148.799,2,3,0,14,5,2
2017,left,2.0,14500,50952.422,0,3,0,16,5,1
2017,left,2.0,19400,72700.407,3,3,0,7,6,1
2018,left,2.0,13000,79000.0,1,3,0,16,5,1
2020,left,2.0,23000,34796.776,4,3,0,1,5,3
2015,left,2.0,27000,34796.776,2,3,0,16,5,1
2022,left,2.0,24500,8000.0,0,3,0,1,5,2
2007,left,2.0,6800,135.0,2,1,0,1,5,4
2019,left,2.0,18000,56000.0,3,3,0,14,6,1
2019,left,2.0,16500,12427.42,1,3,0,14,5,1
2017,left,2.0,13800,40000.0,1,3,0,16,5,1
2017,left,2.0,10300,82000.0,1,3,0,14,5,2
2020,left,2.0,17000,37282.26,4,3,0,1,5,4
2020,left,2.0,13650,44117.341,0,3,0,16,5,1
2010,left,2.0,8499,96312.505,4,1,0,16,5,1
2017,left,2.0,11300,50000.0,0,3,0,16,5,1
2016,left,2.0,12100,86991.94,4,3,0,16,5,2
2016,left,2.0,27900,74564.52,2,3,0,1,5,1
2018,left,2.0,16500,80000.0,3,3,0,14,6,1
2019,left,2.0,13500,46602.825,0,3,0,1,5,1
2019,left,2.0,17200,53000.0,3,3,0,7,6,1
2019,left,2.0,15500,43000.0,1,3,0,16,5,1
2017,left,2.0,19500,24854.84,4,3,0,1,5,1
2020,left,2.0,19000,19883.872,0,3,0,7,5,1
2004,left,2.0,15750,148507.669,2,4,0,16,5,2
2018,left,2.0,15750,29204.437,2,3,0,1,5,1
2017,left,2.0,15500,88856.053,3,3,0,1,6,1
2020,left,2.0,23000,67.0,4,3,0,16,5,1
2017,left,2.0,15500,65000.0,3,3,0,14,6,1
2017,left,2.0,15000,37282.26,3,3,0,14,6,1
2014,left,2.0,10500,87980.0,0,3,0,16,5,2
2018,left,2.0,16500,85000.0,3,3,0,1,6,2
2017,left,2.0,17000,23612.098,3,3,0,14,1,1
2018,left,2.0,12700,136000.0,1,3,0,16,5,1
2008,left,2.0,9200,128623.797,4,3,0,13,5,1
2010,left,2.0,11400,142293.959,2,3,0,1,5,1
2012,left,2.0,9500,85000.0,0,3,0,14,5,2
2017,left,2.0,14500,62137.1,1,3,0,14,5,1
2020,left,2.0,21000,29000.0,1,3,0,1,5,1
2016,left,2.0,11300,50331.051,0,3,0,14,5,1
2012,left,2.0,9300,131000.0,0,1,0,7,5,1
2018,left,2.0,18700,29000.0,1,3,0,13,5,1
2020,left,2.0,16500,45000.0,0,3,0,16,5,1
2020,left,2.0,14500,56000.0,1,3,0,7,5,1
2020,left,2.0,19200,10000.0,4,3,0,1,5,1
2016,left,2.0,13875,99755.0,4,1,0,14,5,1
2007,left,2.0,9000,124274.2,2,3,0,14,5,1
2018,left,2.0,13000,50000.0,0,3,0,16,5,2
2018,left,2.0,13900,107000.0,0,3,0,16,5,1
2015,left,2.0,10500,36000.0,0,3,0,4,5,1
2010,left,2.0,5500,137900.0,1,3,0,1,5,0
2011,left,2.0,8900,77671.375,0,3,0,1,5,2
2013,left,2.0,10000,124000.0,0,3,0,16,5,2
2020,left,2.0,16900,74000.0,1,3,0,2,5,1
1997,left,2.0,5000,141672.588,2,1,0,1,5,2
2013,left,2.0,10500,70836.294,1,1,0,10,5,2
2015,left,2.0,25000,64.001213,2,3,0,1,5,1
2017,left,2.0,14500,36660.889,0,3,0,7,5,1
2018,left,2.0,15200,47845.567,3,3,0,2,6,2
2019,left,2.0,16000,24854.84,1,1,0,7,5,1
2017,left,2.0,26000,49088.309,2,3,0,1,5,1
2016,left,2.0,14200,62137.1,0,3,0,4,5,1
2012,left,2.0,14400,124274.2,2,3,0,7,5,1
2005,left,2.0,9800,118060.49,2,3,0,2,5,1
2016,left,2.0,14500,61000.0,0,3,0,16,5,1
2019,left,2.0,16400,62.0,0,3,0,14,5,2
2019,left,2.0,17200,40000.0,1,3,0,7,5,1
2001,left,2.0,5500,152857.266,2,1,0,14,5,2
2019,left,2.0,16800,27000.0,0,3,0,16,5,1
2016,left,2.0,15500,52000.0,0,3,0,16,5,1
2018,left,2.0,13800,32311.292,0,3,0,14,5,1
2019,left,2.0,16700,56300.0,0,3,0,14,5,1
2019,left,2.0,14000,35348.0,0,3,0,16,5,1
2019,left,2.0,18500,48000.0,4,3,0,1,5,1
2019,left,2.0,18500,12427.42,0,3,0,13,5,1
2018,left,2.0,15500,48000.0,0,3,0,2,5,1
2019,left,2.0,18000,20000.0,0,3,0,1,5,1
2008,left,2.0,10500,95691.134,2,3,0,1,5,2
2019,left,2.0,16500,35000.0,1,3,0,1,5,1
2017,left,2.0,12000,31379.2355,0,3,0,14,5,1
2020,left,2.0,18000,18641.13,1,3,0,2,5,1
2017,left,2.0,17500,78000.0,3,3,0,16,6,1
2019,left,2.0,23000,74564.52,4,3,0,1,5,3
2011,left,2.0,15750,74564.52,4,3,0,1,5,2
2012,left,2.0,9000,135000.0,0,1,0,1,5,2
2019,left,2.0,13900,32000.0,0,3,0,13,5,1
2008,left,2.0,12500,94448.392,2,3,0,7,5,1
1995,left,2.0,5000,155342.75,2,1,0,16,5,2
2019,left,2.0,14500,21126.614,1,3,0,1,5,1
2020,left,2.0,19300,32000.0,3,3,0,7,2,1
2019,left,2.0,17000,32000.0,1,3,0,1,5,2
2017,left,2.0,14800,73943.149,3,3,0,2,6,1
2020,left,2.0,19500,16000.0,4,3,0,16,5,1
2022,left,2.0,27500,3000.0,0,3,0,2,5,1
2000,left,2.0,8500,83885.085,2,3,0,14,5,1
2020,left,2.0,11000,22369.356,4,3,0,1,5,0
2020,left,2.0,21000,45.360083,3,3,0,16,6,1
2005,left,2.0,7800,155342.75,2,3,0,16,5,2
2019,left,2.0,16000,58000.0,1,3,0,14,5,1
2019,left,2.0,15750,66661.0,0,3,0,14,5,2
2019,left,2.0,14900,64000.0,1,3,0,2,5,1
2019,left,2.0,19500,28000.0,3,3,0,1,6,1
2014,left,2.0,9475,158000.0,0,3,0,14,5,1
2020,left,2.0,16900,45981.454,1,3,0,2,5,1
2018,left,2.0,15750,80000.0,3,3,0,16,1,1
2016,left,2.0,11100,99419.36,0,3,0,1,5,1
2020,left,2.0,20000,37000.0,1,3,0,9,5,1
2004,left,2.0,7600,161556.46,2,1,0,7,5,2
2020,left,2.0,15750,38000.0,0,3,0,16,5,1
2017,left,2.0,15000,90098.795,1,4,0,16,5,1
2019,left,2.0,15750,17398.388,3,3,0,7,6,1
2017,left,2.0,15000,38000.0,0,3,0,14,5,1
2015,left,2.0,11500,83000.0,0,3,0,16,5,2
2007,left,2.0,9500,149129.04,4,3,0,1,5,2
2018,left,2.0,14800,38900.0,1,3,0,1,5,1
2007,left,2.0,7250,99419.36,0,3,0,1,5,1
2019,left,2.0,19300,28400.0,3,3,0,1,6,1
2020,left,2.0,21700,18641.13,4,3,0,7,5,1
2012,left,2.0,15500,105633.07,2,3,0,16,6,1
2019,left,2.0,17300,26800.0,1,3,0,1,5,1
2018,left,2.0,21000,45000.0,3,4,0,7,6,1
2018,left,2.0,13500,49088.309,0,3,0,1,5,1
2014,left,2.0,18000,7280.0,2,3,0,13,5,1
2008,left,2.0,12300,81399.601,2,3,0,16,5,1
2014,left,2.0,13000,77671.375,4,3,0,2,5,2
2019,left,2.0,18500,76000.0,0,3,0,1,5,1
2020,left,2.0,22900,42563.9135,4,3,0,14,5,1
2019,left,2.0,23200,49000.0,3,3,0,7,6,1
2020,left,2.0,19000,60000.0,1,3,0,14,5,1
2018,left,2.0,15250,52000.0,0,3,0,7,5,1
2018,left,2.0,15000,72200.0,3,3,0,1,6,1
2007,left,2.0,12000,173983.88,2,4,0,1,5,2
2009,left,2.0,11300,111846.78,4,3,0,1,5,1
2013,left,2.0,13500,164041.944,4,4,0,1,5,2
1995,left,2.0,4500,130487.91,2,1,0,14,5,4
2017,left,2.0,15750,80000.0,3,3,0,16,6,1
2017,left,2.0,12000,58000.0,1,3,0,16,5,1
2017,left,2.0,13500,102526.215,3,3,0,1,5,2
1998,left,2.0,5900,171499.017371,2,3,0,16,5,2
2017,left,2.0,15750,95000.0,0,3,0,14,5,1
2001,left,2.0,6000,142915.33,2,3,0,14,5,2
2010,left,2.0,8500,86000.0,1,3,0,16,5,1
2016,left,2.0,15500,52816.535,4,3,0,1,5,1
2019,left,2.0,15000,55000.0,0,3,0,3,5,2
2020,left,2.0,16200,45000.0,0,3,0,16,5,1
2012,left,2.0,14000,62137.1,2,3,0,14,5,1
2016,left,2.0,12200,106000.0,0,3,0,16,5,1
2019,left,2.0,16900,53500.0,1,3,0,16,5,1
2019,left,2.0,16600,11000.0,0,3,0,2,5,1
2018,left,2.0,15000,65000.0,0,3,0,1,5,1
2020,left,2.0,25800,32938.255339,4,3,0,1,5,1
2020,left,2.0,15750,20000.0,3,3,0,1,6,1
2018,left,2.0,18500,44000.0,3,3,0,14,6,1
2017,left,2.0,12500,136000.0,0,1,0,16,5,2
2019,left,2.0,18900,79000.0,3,3,0,1,6,1
2017,left,2.0,12900,40400.0,0,3,0,1,5,1
2018,left,2.0,16500,64000.0,3,3,0,2,6,1
2017,left,2.0,18000,46602.825,4,3,0,10,5,1
1995,left,2.0,4500,67.729439,2,1,0,2,5,2
2017,left,2.0,17900,39767.744,4,3,0,1,5,1
2019,left,2.0,18500,19262.501,3,3,0,1,6,1
2014,left,2.0,10000,159000.0,0,3,0,7,5,2
2018,left,2.0,20700,54000.0,3,3,0,16,1,1
2012,left,2.0,8900,131000.0,0,4,0,16,5,1
2019,left,2.0,16400,58000.0,1,3,0,16,5,1
2017,left,2.0,11400,115000.0,1,3,0,1,5,1
2012,left,2.0,7600,146500.0,1,4,0,1,5,2
2010,left,2.0,7200,166000.0,1,3,0,2,0,2
2017,left,2.0,16500,40.0,3,3,0,1,6,2
2012,left,2.0,9900,100000.0,1,1,0,16,5,1
2017,left,2.0,16000,77000.0,3,3,0,16,6,1
2009,left,2.0,12500,111846.78,2,3,0,16,5,2
2021,left,2.0,15750,20000.0,4,3,0,1,5,1
2017,left,2.0,14700,35000.0,3,3,0,2,6,1
2018,left,2.0,20300,45000.0,3,3,0,16,6,1
2021,left,2.0,26200,22369.356,0,3,0,16,5,1
2015,left,2.0,15750,80000.0,2,3,0,1,5,1
2019,left,2.0,17300,29700.0,1,3,0,7,5,1
2018,left,2.0,17500,61000.0,3,3,0,1,6,1
2015,left,2.0,14800,99000.0,4,3,0,1,5,2
2017,left,2.0,12700,99000.0,0,3,0,16,5,1
2019,left,2.0,17500,20000.0,1,3,0,16,5,1
2014,left,2.0,15300,93205.65,4,3,0,16,5,1
2018,left,2.0,15800,14000.0,0,3,0,1,5,1
2015,left,2.0,15750,55923.39,2,3,0,16,5,1
2017,left,2.0,12700,43000.0,0,3,0,7,5,1
1996,left,2.0,5700,163420.573,2,3,0,14,5,1
2021,left,2.0,19900,19883.872,3,3,0,1,6,3
2013,left,2.0,12500,85625.0,1,3,0,1,5,2
2020,left,2.0,19900,41631.857,4,3,0,16,5,1
2013,left,2.0,9000,140000.0,0,3,0,14,5,2
2020,left,2.0,20700,11184.678,3,3,0,7,6,1
2016,left,2.0,28000,54000.0,2,3,0,1,5,1
2020,left,2.0,17500,75000.0,0,3,0,13,5,1
2015,left,2.0,20800,36039.518000000004,2,3,0,16,5,1
2019,left,2.0,20000,54000.0,3,3,0,1,6,1
2016,left,2.0,15800,54059.277,4,1,0,16,5,1
2017,left,2.0,14700,123000.0,4,3,0,14,5,1
2020,left,2.0,18200,69000.0,1,3,0,16,5,1
2019,left,2.0,18000,50000.0,3,3,0,7,6,1
2018,left,2.0,17900,45000.0,3,3,0,14,6,1
2018,left,2.0,13950,78000.0,0,3,0,2,5,1
2016,left,2.0,13000,123031.458,3,3,0,3,6,1
2016,left,2.0,12700,85127.827,0,4,0,16,5,1
2019,left,2.0,18000,19883.872,0,3,0,2,5,1
2016,left,2.0,15750,70836.294,4,3,0,1,5,1
2001,left,2.0,3800,155342.75,4,3,0,2,2,4
2009,left,2.0,7200,54.680648,1,3,0,2,0,2
2006,left,2.0,6500,167.77017,2,3,0,14,5,4
2019,left,2.0,19300,22000.0,3,3,0,16,6,1
2020,left,2.0,19000,25000.0,0,3,0,1,5,1
1998,left,2.0,4600,96312.505,2,3,0,1,5,1
2015,left,2.0,10200,56544.761,0,3,0,7,5,1
2020,left,2.0,18500,33000.0,1,3,0,2,5,1
2002,left,2.0,5800,161556.46,2,3,0,2,5,2
2021,left,2.0,23500,17000.0,4,3,0,7,5,1
2015,left,2.0,10700,85000.0,1,3,0,1,5,2
2019,left,2.0,18000,12427.42,1,3,0,16,5,2
2018,left,2.0,18500,41631.857,3,3,0,14,6,1
2017,left,2.0,19800,66000.0,3,3,0,14,6,1
2017,left,2.0,10800,97.0,1,3,0,14,5,2
2012,left,2.0,13500,110000.0,4,3,0,16,5,1
2011,left,2.0,10200,103147.586,0,3,0,14,5,2
2012,left,2.0,8500,77000.0,1,3,0,1,5,1
2023,left,2.0,25000,24.85484,4,3,0,16,5,2
2019,left,2.0,15750,90000.0,1,3,0,1,5,2
2015,left,2.0,18300,54059.277,4,3,0,1,5,1
2003,left,2.0,6600,118060.49,2,4,0,7,5,4
2019,left,2.0,15200,46000.0,1,3,0,7,5,2
2017,left,2.0,20500,65000.0,3,3,0,7,6,1
2015,left,2.0,10900,120.0,0,3,0,16,5,1
2020,left,2.0,15900,67000.0,4,3,0,13,5,1
2019,left,2.0,17200,16600.0,1,3,0,13,5,1
2016,left,2.0,9400,74564.52,1,3,0,1,5,2
1999,left,2.0,4300,161556.46,2,1,0,2,5,4
2013,left,2.0,8600,62137.1,0,3,0,7,5,2
2020,left,2.0,21800,5918.0,0,3,0,14,5,1
2017,left,2.0,15700,110000.0,3,4,0,1,6,1
2014,left,2.0,14000,79535.488,4,3,0,7,5,1
2020,left,2.0,17800,14912.904,1,3,0,1,5,1
2001,left,2.0,6000,159692.347,2,1,0,1,5,2
2015,left,2.0,9000,110000.0,0,1,0,16,5,4
2017,left,2.0,17500,83000.0,3,3,0,16,6,1
2018,left,2.0,20000,25000.0,1,3,0,2,5,1
2022,left,2.0,25500,31.068550000000002,4,3,0,1,5,3
2019,left,2.0,17500,57500.0,1,3,0,14,5,2
